ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;COLDPower18_mwh; COLDPower18_price ;EWIIS3_mwh; EWIIS3_price ;Bunnie_mwh; Bunnie_price 
556; 5; 4;[-0.1821; 42.2712];[1.1266; -27.1137];[0.0000; 0.0000];[11.4787; -43.5095];[10.1227; -31.1830]
557; 5; 5;[-0.0911; 51.1400];[1.1713; -27.5418];[0.0000; 0.0000];[5.1120; -36.7712];[8.9401; -31.8626]
558; 5; 6;[-0.2655; 51.1389];[1.1186; -30.8390];[0.0000; 0.0000];[5.1573; -40.4219];[4.5956; -34.9456]
559; 5; 7;[-1.1102; 96.9281];[1.1792; -28.4359];[0.0000; 0.0000];[5.1905; -38.1548];[7.9006; -29.8433]
560; 5; 8;[-2.0076; 129.7628];[1.0391; -28.9222];[5.0000; -36.5309];[3.5058; -30.8936];[4.0203; -29.0741]
561; 5; 9;[-3.0397; 113.8343];[0.7978; -29.9876];[5.0000; -38.2617];[1.4161; -35.4141];[6.4095; -29.7584]
562; 5; 10;[-3.8261; 100.1455];[0.8891; -30.0328];[0.0000; 0.0000];[5.0967; -45.5795];[6.9352; -32.9466]
563; 5; 11;[-3.2692; 86.8453];[0.0000; 0.0000];[0.1544; 341.3125];[3.7428; -49.0111];[7.4161; -31.8156]
564; 5; 12;[-3.8462; 38.2651];[0.9568; -31.5279];[1.5342; -9.9531];[1.1662; -41.6667];[11.0882; -35.1313]
565; 5; 13;[-3.2308; 144.4363];[0.0000; 0.0000];[4.5774; -36.2596];[1.3828; -36.5152];[4.5774; -32.6273]
566; 5; 14;[-2.4968; 51.9309];[0.0000; 0.0000];[0.0000; 0.0000];[0.4522; -41.0892];[8.5415; -33.7319]
567; 5; 15;[-1.9232; 52.3368];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[9.5845; -33.9904]
568; 5; 16;[-1.3571; 87.3414];[0.0000; 0.0000];[2.1003; -14.1758];[5.9976; -41.6667];[5.5321; -34.9187]
569; 5; 17;[-0.3252; 44.8323];[0.0000; 0.0000];[1.2303; -31.2915];[2.0825; -38.2598];[46.9810; -41.0380]
570; 5; 18;[-0.2042; 46.2377];[0.0000; 0.0000];[5.0000; -50.7510];[0.7497; -41.6667];[51.4659; -41.4341]
571; 5; 19;[-0.0975; 44.5213];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[21.9171; -39.0148]
572; 5; 20;[-0.1950; 48.0551];[0.0000; 0.0000];[0.0000; 0.0000];[0.1666; -41.6667];[22.4202; -39.9256]
573; 5; 21;[-0.2169; 49.2934];[0.0000; 0.0000];[0.0000; 0.0000];[2.5823; -39.6169];[30.0703; -41.9377]
574; 5; 22;[-0.0601; 32.1497];[3.6295; -30.1455];[-0.2370; 292.6517];[12.1887; -33.5109];[32.3183; -37.4944]
575; 5; 23;[-0.1759; 36.0544];[3.8361; -22.1773];[5.4821; -19.5766];[13.6793; -31.6404];[32.2944; -45.1575]
576; 6; 0;[-0.0467; 31.3037];[3.6614; -33.8109];[0.7870; 7.4864];[13.0865; -29.6923];[42.0777; -36.1262]
577; 6; 1;[-0.1735; 33.0396];[3.4904; -30.1639];[3.0619; 8.0814];[9.4935; -24.5535];[46.9185; -30.0223]
578; 6; 2;[-0.0285; 31.6376];[3.6773; -21.6406];[3.8216; -9.2440];[8.4592; -15.4840];[41.3646; -35.3619]
579; 6; 3;[-0.1716; 33.2461];[11.0413; -32.5636];[-3.2344; 65.1399];[8.3194; -17.1305];[54.7255; -33.8148]
580; 6; 4;[-0.0780; 37.4174];[12.6384; -30.6236];[0.0000; 0.0000];[3.9446; -9.4724];[44.7858; -39.1488]
581; 6; 5;[-0.0996; 28.8481];[9.0154; -20.5152];[-1.7063; 98.9579];[9.2923; -34.8074];[49.8895; -37.4061]
582; 6; 6;[-0.3398; 35.7434];[4.2502; -33.5003];[1.6660; 42.6390];[9.6802; -39.4238];[53.2251; -39.3845]
583; 6; 7;[-1.3169; 36.9906];[18.5245; -25.3093];[5.0729; -39.9094];[0.0000; 0.0000];[55.7242; -40.1303]
584; 6; 8;[-2.3565; 36.6057];[3.8648; -32.7588];[5.0000; -36.7276];[0.0000; 0.0000];[30.1145; -33.9350]
585; 6; 9;[-3.1598; 110.2190];[12.4407; -31.6667];[-1.2145; 232.4813];[0.0000; 0.0000];[3.5064; -32.8652]
586; 6; 10;[-3.7660; 82.0309];[8.5779; -31.6667];[6.0399; -28.6184];[0.0000; 0.0000];[8.0097; -34.3458]
587; 6; 11;[-4.0485; 67.9478];[12.6338; -31.6667];[0.0000; 0.0000];[0.0000; 0.0000];[4.9404; -33.8516]
588; 6; 12;[-4.0739; 67.2969];[1.0399; -31.6667];[0.0000; 0.0000];[0.4998; -41.6667];[15.9134; -33.2133]
589; 6; 13;[-3.6902; 110.8656];[0.0000; 0.0000];[2.7827; -13.1919];[0.0000; 0.0000];[15.1938; -32.9144]
590; 6; 14;[-3.1349; 80.3630];[0.0000; 0.0000];[0.0000; 0.0000];[0.3186; -49.4574];[18.2451; -33.9639]
591; 6; 15;[-1.4723; 38.1935];[7.2006; -31.6659];[1.4751; -12.3261];[3.4569; -36.6460];[49.8523; -39.8457]
592; 6; 16;[-0.8305; 42.6946];[9.2120; -19.8940];[2.9316; 5.8745];[2.6823; -27.2569];[48.2165; -44.9816]
593; 6; 17;[-0.2002; 65.0524];[0.0000; 0.0000];[1.6279; 36.2031];[0.0000; 0.0000];[9.4473; -35.4597]
594; 6; 18;[-0.1631; 41.5571];[0.0000; 0.0000];[0.0000; 0.0000];[2.3324; -38.3489];[17.4152; -36.3745]
595; 6; 19;[-0.1476; 41.8037];[3.9987; -30.3031];[0.0000; 0.0000];[0.0000; 0.0000];[36.6759; -40.5728]
596; 6; 20;[-0.1933; 43.9406];[6.2089; -27.4281];[2.5950; -17.1196];[0.5018; -9.4500];[37.0310; -45.7980]
597; 6; 21;[-0.1877; 37.3101];[14.5600; -29.0706];[5.0832; -18.3984];[8.7369; -32.9031];[36.9546; -43.1285]
598; 6; 22;[-0.1772; 33.5082];[14.7604; -32.5973];[-1.9414; 79.6141];[9.8165; -38.0910];[33.2420; -36.4128]
599; 6; 23;[-0.1590; 28.8912];[18.8971; -32.9269];[1.5285; 21.4588];[9.3468; -35.6123];[32.8172; -33.1617]
600; 7; 0;[-0.1655; 35.0003];[16.7184; -30.9038];[-1.0136; 96.7357];[9.2688; -33.6807];[35.7559; -35.2076]
601; 7; 1;[-0.1328; 34.7413];[14.5888; -26.9743];[0.8924; 76.5178];[8.8585; -33.9720];[38.3671; -37.2162]
602; 7; 2;[-0.1623; 28.2982];[18.6616; -26.7736];[-2.0242; 64.8978];[8.2352; -29.6523];[33.7432; -26.4884]
603; 7; 3;[-0.1151; 30.8362];[20.1436; -26.4186];[-2.0261; 85.4027];[8.2352; -36.5824];[41.2343; -31.1273]
604; 7; 4;[-0.0691; 31.5864];[20.4638; -31.7633];[0.5003; 205.7652];[8.2352; -42.8433];[41.4541; -35.0731]
605; 7; 5;[-0.1795; 32.3973];[23.7114; -32.1068];[-0.6728; 166.4595];[9.1738; -36.8800];[41.1794; -34.4240]
606; 7; 6;[-0.3724; 43.4335];[5.1735; -22.5189];[4.3927; -38.0859];[8.2352; -43.4019];[42.4152; -40.3757]
607; 7; 7;[-1.3173; 36.3482];[10.9078; -24.1479];[5.0000; -39.4852];[8.2352; -42.1778];[49.2569; -39.7784]
608; 7; 8;[-2.4981; 36.7560];[17.3454; -36.8271];[5.0000; -44.3318];[8.2352; -49.7575];[36.8178; -36.0851]
609; 7; 9;[-3.2236; 52.7427];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[5.9696; -33.3822]
610; 7; 10;[-3.7888; 68.0946];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[6.2303; -34.2302]
611; 7; 11;[-2.2649; 37.9769];[0.0757; -31.6667];[3.7180; -39.8184];[0.0000; 0.0000];[26.9822; -37.4062]
612; 7; 12;[-1.7421; 31.9523];[26.3485; -31.4697];[5.0000; -37.9141];[8.2352; -39.9511];[30.6716; -35.4615]
613; 7; 13;[-1.8112; 68.6182];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[8.5470; -34.2849]
614; 7; 14;[-1.5877; 37.1593];[29.2989; -37.2459];[0.0000; 0.0000];[3.4125; -41.3877];[23.3970; -37.0191]
615; 7; 15;[-2.5080; 37.8105];[6.2176; -16.3311];[-0.4314; 305.8738];[5.8828; -45.0168];[30.9385; -43.3440]
616; 7; 16;[-1.3985; 36.7823];[35.3832; -36.9794];[4.2336; -18.8019];[8.2352; -39.5807];[32.1727; -39.7170]
617; 7; 17;[-0.2400; 40.0503];[9.0518; -19.3526];[5.0203; -49.8739];[7.0888; -41.4606];[38.9625; -40.0218]
618; 7; 18;[-0.1658; 39.2917];[26.1817; -34.4766];[5.1303; -42.3808];[8.2352; -19.3701];[29.2451; -42.5618]
619; 7; 19;[-0.1583; 33.9110];[27.3343; -34.4855];[5.0000; -39.1917];[9.1738; -38.6413];[31.3316; -35.5318]
620; 7; 20;[-0.0901; 29.6849];[28.3330; -35.4268];[2.8661; -14.1057];[8.2352; -20.3748];[25.4409; -41.6176]
621; 7; 21;[-0.0874; 30.8071];[25.7776; -30.4065];[0.5893; 58.6032];[8.8077; -14.0279];[24.2478; -36.9786]
622; 7; 22;[-0.1468; 32.2543];[25.3668; -31.2259];[1.7550; 27.6993];[10.4747; -32.8039];[23.9073; -34.9273]
623; 7; 23;[-0.1341; 31.2948];[32.2002; -29.7377];[0.7341; 106.7202];[8.2352; -31.6052];[24.8307; -36.7722]
624; 1; 0;[-0.1332; 28.0021];[39.2762; -29.8118];[2.0231; 3.8189];[8.2352; -25.4688];[27.1787; -35.4181]
625; 1; 1;[-0.1238; 28.7731];[29.9505; -29.5169];[4.2201; -17.8157];[8.2352; -6.9631];[25.9223; -35.3277]
626; 1; 2;[-0.1167; 32.8454];[34.9830; -29.1017];[2.7408; -6.8086];[8.8419; -12.8868];[29.5925; -33.7564]
627; 1; 3;[-0.1239; 32.8722];[40.5421; -29.7069];[4.3144; -15.5933];[8.2352; -16.0160];[29.3820; -34.7313]
628; 1; 4;[-0.1730; 31.6000];[47.0305; -30.6473];[3.4459; -4.5531];[8.2352; -34.9357];[35.5826; -35.4828]
629; 1; 5;[-0.1377; 37.0275];[46.9713; -36.7487];[2.0910; 10.9270];[8.2352; -34.9562];[42.2566; -38.1464]
630; 1; 6;[-0.2377; 43.3361];[45.2286; -37.2006];[2.4938; 18.3116];[8.7416; -46.6478];[38.7616; -36.4565]
631; 1; 7;[-0.8836; 69.2118];[4.0153; -31.6667];[0.0000; 0.0000];[6.2249; -45.9041];[11.4916; -34.1010]
632; 1; 8;[-1.5240; 70.7641];[8.2921; -29.6331];[0.0000; 0.0000];[5.8330; -49.3362];[5.6929; -33.8554]
633; 1; 9;[-1.9905; 36.4926];[14.1884; -20.2468];[6.2810; -39.8420];[8.2352; -47.3205];[40.2243; -37.3454]
634; 1; 10;[-3.6950; 70.0344];[3.4498; -31.4710];[4.2503; -21.2548];[0.0000; 0.0000];[8.6958; -33.1981]
635; 1; 11;[-4.0513; 84.2854];[0.6073; -31.6667];[5.0074; -13.1605];[2.0992; -33.2183];[3.1531; -32.7569]
636; 1; 12;[-4.1573; 71.5965];[0.0000; 0.0000];[0.9416; 38.0004];[0.6664; -40.1927];[9.7967; -33.0051]
637; 1; 13;[-3.7337; 100.2801];[0.3227; -31.6667];[3.7787; -17.8042];[1.4161; -41.6667];[6.5797; -33.4542]
638; 1; 14;[-2.9413; 37.4685];[0.0000; 0.0000];[0.0000; 0.0000];[6.4240; -45.2462];[16.0188; -36.2478]
639; 1; 15;[-1.9625; 70.8904];[0.0000; 0.0000];[0.0000; 0.0000];[2.0787; -43.5600];[12.5996; -34.6196]
640; 1; 16;[-1.3555; 70.2012];[0.0000; 0.0000];[0.0000; 0.0000];[2.9155; -41.6667];[14.5336; -34.2137]
641; 1; 17;[-0.2801; 70.7621];[0.0000; 0.0000];[4.4616; -34.8764];[1.4161; -41.6667];[11.7923; -35.4335]
642; 1; 18;[-0.0728; 36.8248];[20.3419; -34.7182];[6.9469; -37.7581];[8.2352; -20.3089];[36.4875; -41.5885]
643; 1; 19;[-0.0711; 37.3760];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[29.8072; -36.6174]
644; 1; 20;[-0.1735; 41.1510];[12.7813; -17.9525];[0.8584; -16.1609];[8.2352; -39.3200];[34.7609; -43.7044]
645; 1; 21;[-0.1798; 37.0016];[15.2649; -34.4473];[3.1452; -19.9957];[8.2352; -31.0052];[30.6294; -41.8823]
646; 1; 22;[-0.1980; 37.4651];[12.2178; -34.6713];[0.1081; 496.9501];[8.2352; -42.7562];[27.8022; -44.7793]
647; 1; 23;[-0.2039; 38.2224];[15.0500; -35.0443];[0.0853; 491.9152];[9.1738; -32.6705];[26.8898; -40.8104]
648; 2; 0;[-0.1741; 27.7629];[14.8257; -30.3557];[2.7606; -9.2726];[9.1647; -23.9031];[34.3449; -35.4074]
649; 2; 1;[-0.1096; 27.4684];[12.5480; -24.3709];[0.1366; 467.0919];[8.2352; -26.3898];[39.2967; -29.1594]
650; 2; 2;[-0.1348; 30.8478];[12.9432; -29.6216];[3.4929; -15.5019];[8.2352; -15.1226];[37.2311; -33.7948]
651; 2; 3;[-0.1335; 29.9403];[14.5365; -27.7472];[0.0000; 0.0000];[8.2352; -30.6820];[37.1455; -33.2851]
652; 2; 4;[-0.1326; 37.2780];[17.6293; -35.6453];[3.7297; -1.1656];[10.4598; -38.8106];[43.3466; -35.6622]
653; 2; 5;[-0.1568; 28.8598];[19.4732; -29.5923];[5.4881; -6.7388];[9.1738; -19.1365];[50.3202; -30.3984]
654; 2; 6;[-0.3363; 30.6855];[22.1574; -30.3532];[3.2369; -34.6662];[8.2352; -31.1423];[46.1379; -35.2098]
655; 2; 7;[-1.4865; 43.4218];[18.5695; -37.6494];[1.9183; -0.3013];[8.2352; -46.2809];[49.7560; -36.4752]
656; 2; 8;[-2.4656; 101.8567];[10.3170; -30.7066];[1.7265; 86.4857];[6.5472; -49.3453];[4.5676; -28.9817]
657; 2; 9;[-3.2490; 36.4004];[1.9548; -31.6667];[5.0000; -35.8005];[8.2352; -48.1386];[23.4948; -33.0608]
658; 2; 10;[-3.8065; 71.0204];[2.1378; -31.6667];[6.3985; -22.8666];[0.7497; -36.6644];[13.1562; -30.7216]
659; 2; 11;[-4.2260; 37.4146];[6.6176; -31.6667];[6.2586; -29.7378];[0.0000; 0.0000];[34.7832; -36.4432]
660; 2; 12;[-4.1052; 72.0470];[0.0000; 0.0000];[1.1328; 66.7710];[0.4998; -38.1550];[11.8673; -32.4384]
661; 2; 13;[-3.7063; 37.0008];[10.9494; -37.0964];[6.4091; -45.3999];[0.9650; -9.4500];[36.9971; -35.1715]
662; 2; 14;[-3.2398; 57.6812];[0.0000; 0.0000];[0.0000; 0.0000];[0.2933; -48.3360];[11.5735; -33.5976]
663; 2; 15;[-2.3462; 57.6008];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[15.0049; -33.8860]
664; 2; 16;[-1.3979; 37.8149];[14.3047; -33.9521];[5.0000; -40.1487];[8.2352; -26.7752];[44.9970; -40.2333]
665; 2; 17;[-0.3379; 71.1935];[0.0000; 0.0000];[2.4828; -5.1850];[2.1658; -41.6667];[7.5110; -34.5161]
666; 2; 18;[-0.1823; 71.9649];[0.0000; 0.0000];[2.4666; -28.0721];[0.0000; 0.0000];[13.2186; -35.1640]
667; 2; 19;[-0.1563; 31.2817];[13.5394; -30.2335];[2.8594; -36.5448];[8.2352; -19.7634];[42.2063; -36.8087]
668; 2; 20;[-0.0951; 43.1783];[12.6676; -36.2021];[0.2580; -19.0370];[8.2352; -36.7681];[39.2896; -40.1706]
669; 2; 21;[-0.0738; 38.0579];[0.0000; 0.0000];[0.0000; 0.0000];[8.2352; -49.4902];[20.7041; -36.8463]
670; 2; 22;[-0.1603; 38.9089];[11.0492; -35.8142];[-0.3336; 361.3183];[8.2352; -40.0337];[36.4245; -41.6335]
671; 2; 23;[-0.0659; 31.7507];[13.3768; -30.9354];[0.0914; 847.7073];[8.2352; -38.2366];[33.6451; -36.0884]
672; 3; 0;[-0.1396; 34.4060];[13.5347; -31.0607];[4.1736; 0.2131];[8.2352; -33.1573];[41.5314; -33.9803]
673; 3; 1;[-0.1704; 33.1677];[10.6298; -31.1541];[-0.0040; 12545.6391];[8.2352; -30.2782];[38.8302; -32.5025]
674; 3; 2;[-0.1204; 29.2554];[10.4123; -31.5074];[0.0000; 0.0000];[8.2352; -36.9809];[38.0824; -33.4443]
675; 3; 3;[-0.1360; 32.2026];[11.8240; -25.4217];[-1.4874; 66.4058];[8.2352; -4.8658];[44.9635; -27.8754]
676; 3; 4;[-0.1286; 31.4919];[12.7748; -25.6184];[0.7501; -11.3896];[8.2352; -32.0786];[48.0404; -25.3190]
677; 3; 5;[-0.1151; 28.3246];[10.0081; -30.3728];[0.3901; 55.8496];[8.2352; -24.0348];[47.9735; -25.3617]
678; 3; 6;[-0.2712; 36.4024];[15.0941; -36.6505];[0.0000; 0.0000];[8.2352; -42.6447];[59.2410; -36.7316]
679; 3; 7;[-0.8228; 43.2231];[0.3792; -31.6667];[0.0000; 0.0000];[1.4161; -41.6667];[48.7442; -39.1347]
680; 3; 8;[-0.9818; 51.2751];[10.0201; -36.4755];[0.0772; 459.7395];[8.2352; -52.8458];[61.2019; -36.6373]
681; 3; 9;[-1.2649; 35.5909];[7.5761; -36.3336];[3.1801; -34.3250];[3.9933; -39.7387];[47.6604; -35.6969]
682; 3; 10;[-1.8276; 35.8140];[1.0323; -31.6667];[0.0000; 0.0000];[5.9224; -48.3752];[17.3762; -35.2474]
683; 3; 11;[-2.0794; 132.5640];[0.3278; -31.6667];[2.6801; -34.1070];[2.4740; -40.1496];[10.4585; -33.9957]
684; 3; 12;[-2.0219; 39.5413];[0.8362; -31.6667];[2.4982; -30.1159];[0.1666; -41.6667];[33.7897; -36.4138]
685; 3; 13;[-1.4690; 67.8585];[0.0000; 0.0000];[1.2493; -29.8930];[4.2483; -40.4003];[14.9346; -34.1958]
686; 3; 14;[-1.4640; 38.5441];[6.6398; -11.8052];[5.0000; -41.0697];[8.7041; -45.1364];[43.3216; -34.5555]
687; 3; 15;[-1.5872; 63.5534];[0.0000; 0.0000];[0.0000; 0.0000];[2.2274; -46.4298];[17.1804; -34.8934]
688; 3; 16;[-0.9552; 45.9705];[7.4178; -36.5149];[5.2720; -15.0397];[8.2352; -41.4903];[46.3950; -37.4071]
689; 3; 17;[-0.3081; 41.4192];[7.1116; -35.9558];[5.0000; -41.9434];[9.1738; -42.7651];[46.0960; -39.6743]
690; 3; 18;[-0.1460; 29.8030];[6.1531; -35.2631];[5.0000; -38.6999];[8.2352; -17.6897];[44.8405; -35.7254]
691; 3; 19;[-0.1653; 46.0261];[0.6980; -28.5000];[0.0000; 0.0000];[8.2352; -36.7681];[41.8386; -41.1751]
692; 3; 20;[-0.1745; 45.7914];[6.3719; -36.6358];[2.3505; -19.0370];[8.2352; -20.4908];[42.5279; -41.1024]
693; 3; 21;[-0.1671; 40.9885];[3.1150; -20.1749];[4.0188; 6.6187];[9.1738; -31.9320];[40.3890; -38.3911]
694; 3; 22;[-0.1514; 46.1005];[4.9948; -36.1900];[5.0000; -17.0166];[8.2352; -26.6999];[39.4500; -38.9938]
695; 3; 23;[-0.1835; 40.2723];[5.0570; -25.2113];[6.4533; -15.5557];[8.2352; -10.8446];[39.4730; -29.0294]
696; 4; 0;[-0.1684; 31.9934];[6.1621; -31.4038];[0.0000; 0.0000];[9.7421; -26.3260];[45.8733; -33.4086]
697; 4; 1;[-0.1407; 33.3291];[4.7199; -24.9574];[6.1615; -17.9629];[9.1738; -11.3028];[47.6702; -28.7819]
698; 4; 2;[-0.1617; 30.3983];[6.8655; -25.1375];[7.9139; -14.5199];[8.2352; -20.2302];[47.7840; -27.9582]
699; 4; 3;[-0.1516; 31.7718];[5.6189; -25.7501];[4.7468; -7.6731];[8.2352; -23.7976];[46.0908; -28.2918]
700; 4; 4;[-0.1522; 30.0387];[5.6207; -29.8778];[5.6804; 1.5768];[8.2352; -29.5832];[46.1036; -32.7845]
701; 4; 5;[-0.1631; 37.0061];[3.8776; -36.6794];[3.8043; -5.2997];[8.2352; -30.6088];[45.5807; -36.9257]
702; 4; 6;[-0.3300; 35.3437];[5.8880; -36.9360];[3.7457; -28.7433];[1.4661; -39.6294];[51.6265; -39.4008]
703; 4; 7;[-1.0333; 33.2483];[4.0928; -31.4972];[7.5481; -37.7090];[8.2352; -39.5303];[56.7165; -34.5566]
704; 4; 8;[-1.7915; 43.0416];[0.9727; -30.8017];[-1.1953; 195.7065];[0.0000; 0.0000];[11.1910; -32.7594]
705; 4; 9;[-2.4867; 42.9309];[0.8627; -30.6957];[-2.5490; 109.7476];[0.0000; 0.0000];[10.5264; -31.9551]
706; 4; 10;[-3.9631; 34.5200];[2.8716; -36.9991];[5.2978; -38.2209];[8.2352; -44.6673];[48.9994; -38.6657]
707; 4; 11;[-4.2327; 34.1914];[2.5932; -37.1935];[5.9227; -40.5326];[8.2352; -45.2532];[46.4428; -40.6893]
708; 4; 12;[-4.2798; 35.1828];[0.6851; -31.1228];[0.1452; 802.3709];[0.0000; 0.0000];[46.9699; -40.9360]
709; 4; 13;[-3.9479; 38.0591];[0.9282; -17.4170];[0.7474; 72.3480];[0.4165; -38.0159];[41.6882; -40.4932]
710; 4; 14;[-3.0522; 37.1370];[2.2210; -35.4798];[5.0000; -37.8834];[8.2352; -38.9605];[44.4967; -35.3808]
711; 4; 15;[-2.5301; 37.4361];[1.4835; -36.7033];[5.0000; -40.5124];[8.2352; -39.6138];[43.3428; -39.0782]
712; 4; 16;[-1.3254; 37.7892];[1.2900; -24.6268];[0.1431; 1106.9041];[8.2352; -49.8359];[48.6984; -40.8831]
713; 4; 17;[-0.3383; 42.8324];[0.0000; 0.0000];[0.0000; 0.0000];[2.1658; -39.8218];[41.9551; -41.4630]
714; 4; 18;[-0.1914; 42.0794];[1.9315; -36.4715];[0.0000; 0.0000];[6.4827; -32.0136];[47.3520; -38.9317]
715; 4; 19;[-0.1546; 40.9518];[1.0833; -27.1636];[0.8850; -24.0796];[5.0064; -14.9418];[52.8171; -40.8459]
716; 4; 20;[-0.2201; 45.6628];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[41.3573; -43.2462]
717; 4; 21;[-0.1616; 40.8080];[1.1701; -37.2365];[2.7812; -12.7236];[8.7573; -41.6151];[45.4599; -40.3151]
718; 4; 22;[-0.2007; 33.6480];[0.9696; -32.0745];[0.1614; 611.1886];[8.2352; -34.3682];[40.7832; -35.0666]
719; 4; 23;[-0.1993; 34.4024];[1.0564; -31.8048];[0.0000; 0.0000];[8.5588; -44.4183];[38.2409; -35.2536]
720; 5; 0;[-0.1700; 32.6138];[0.9901; -30.5817];[2.0016; 36.5443];[8.2352; -39.1221];[45.1741; -32.7384]
721; 5; 1;[-0.1056; 30.6471];[0.6886; -30.7012];[-0.9669; 98.0773];[8.2352; -35.1589];[38.2882; -31.3121]
722; 5; 2;[-0.1386; 31.9758];[0.8217; -30.8699];[2.5044; 13.9206];[8.2352; -34.7722];[42.5771; -33.5017]
723; 5; 3;[-0.1767; 32.6444];[1.1645; -31.7932];[-2.8108; 46.1799];[7.1047; -27.6334];[47.2751; -34.3219]
724; 5; 4;[-0.1790; 32.3574];[1.6439; -31.1926];[-0.7913; 177.4289];[10.4747; -32.2317];[54.3634; -33.3175]
725; 5; 5;[-0.1061; 31.3857];[0.8557; -31.9409];[2.5567; 7.8517];[9.1738; -28.7517];[58.6471; -36.4084]
726; 5; 6;[-0.3211; 37.0481];[1.2697; -36.8904];[5.5558; -18.1148];[8.2352; -28.4594];[71.9037; -37.2382]
727; 5; 7;[-1.2045; 43.0231];[0.5016; -28.6481];[0.0000; 0.0000];[8.2352; -37.2141];[64.9683; -39.6284]
728; 5; 8;[-2.1356; 53.2686];[0.4431; -29.2986];[5.0000; -25.5192];[8.2352; -30.0782];[6.7675; -29.4404]
729; 5; 9;[-2.9952; 36.7205];[0.5027; -29.5446];[5.4052; -41.2260];[8.2352; -33.3445];[52.1922; -34.9084]
730; 5; 10;[-3.8324; 37.0621];[0.5968; -36.8506];[6.6153; -38.0849];[8.6752; -16.2326];[52.7069; -39.2419]
731; 5; 11;[-3.5677; 31.3679];[0.5561; -31.6366];[5.8102; -36.5776];[8.2352; -3.0532];[52.0812; -35.2144]
732; 5; 12;[-3.9506; 37.0244];[0.5906; -36.6724];[5.0000; -39.1883];[9.1738; -23.3607];[45.6994; -39.5683]
733; 5; 13;[-3.4721; 36.8734];[0.5637; -30.7350];[5.7872; -36.7346];[9.1738; -36.8859];[49.6620; -33.8920]
734; 5; 14;[-2.7451; 37.4985];[1.5941; -37.4502];[5.0000; -37.5411];[8.2352; -21.6446];[48.1334; -38.2702]
735; 5; 15;[-2.1054; 37.4556];[0.4219; -36.7590];[5.0000; -31.0404];[8.2352; -31.3615];[53.2741; -38.8035]
736; 5; 16;[-1.4064; 37.4690];[0.5867; -36.7638];[3.7251; 8.2622];[8.2352; -40.2931];[46.9777; -41.2032]
737; 5; 17;[-0.3315; 34.1115];[1.0666; -21.2430];[5.0000; -33.8972];[10.4747; -33.2380];[52.4782; -33.9578]
738; 5; 18;[-0.1762; 46.4574];[0.8471; -7.1361];[2.1151; -2.2946];[8.2352; -40.2889];[56.2453; -38.8045]
739; 5; 19;[-0.1199; 47.4058];[0.8181; -23.3243];[6.0336; -30.9457];[8.2352; -44.9351];[50.0503; -40.5518]
740; 5; 20;[-0.2152; 39.4673];[7.4181; -33.4461];[3.6606; -19.0370];[8.2352; -27.8109];[45.5653; -33.6173]
741; 5; 21;[-0.2173; 38.3934];[5.8430; -12.7496];[4.4681; -14.2812];[9.1738; -28.8991];[44.8083; -33.8592]
742; 5; 22;[-0.1180; 37.2680];[6.9185; -31.2995];[1.3184; 33.8828];[8.2352; -26.4725];[36.4028; -33.9002]
743; 5; 23;[-0.1197; 26.3194];[6.1074; -25.3845];[6.2489; -18.3817];[9.1738; -15.9115];[40.5382; -25.7812]
744; 6; 0;[-0.1118; 34.4979];[4.9222; -28.0384];[1.1690; 43.2573];[10.4747; -30.6240];[42.2287; -26.4919]
745; 6; 1;[-0.2024; 27.7550];[5.2161; -27.7984];[5.5345; 9.0646];[9.0076; -33.1688];[42.3368; -24.7732]
746; 6; 2;[-0.1021; 29.1156];[10.2063; -28.4747];[0.9758; 18.4867];[8.2352; -5.5709];[56.0713; -24.6042]
747; 6; 3;[-0.1717; 32.6308];[10.2008; -29.9475];[-1.0673; 144.2674];[10.4747; -30.7711];[49.9231; -24.7807]
748; 6; 4;[-0.1188; 33.6333];[12.9459; -28.7598];[5.0000; -27.2618];[8.2352; -32.1774];[45.5881; -26.3205]
749; 6; 5;[-0.1274; 33.7679];[13.7010; -32.1005];[6.3804; -2.0249];[8.2352; -9.8521];[45.8424; -33.5110]
750; 6; 6;[-0.3485; 34.0797];[16.9703; -35.6050];[-0.0464; 2160.3822];[10.4747; -38.3730];[52.4943; -34.1421]
751; 6; 7;[-1.3477; 33.8431];[18.7678; -32.5779];[5.0000; -34.5844];[9.1738; -11.2163];[47.6413; -33.0345]
752; 6; 8;[-1.5754; 29.2063];[35.1465; -33.5213];[5.6725; -33.2422];[9.1738; -24.7697];[56.3176; -33.4171]
753; 6; 9;[-2.0650; 38.9311];[24.7233; -31.7628];[5.4355; -37.2331];[9.1738; -36.1268];[58.3577; -34.6763]
