ts; dow; hod;default broker_mwh; default broker_price ;EWIIS3_mwh; EWIIS3_price ;Bunnie_mwh; Bunnie_price 
1031; 2; 23;[-0.1181; 56.4122];[0.0000; 0.0000];[2.2553; -37.0044]
1032; 3; 0;[-0.1804; 53.6950];[17.2029; -49.7135];[2.0373; -29.9175]
1033; 3; 1;[-0.1967; 48.4768];[17.2029; -47.2838];[1.7364; -29.7366]
1034; 3; 2;[-0.1632; 55.7417];[0.0750; -37.4709];[1.4078; -30.4216]
1035; 3; 3;[-0.2014; 65.9617];[0.0675; -26.4421];[1.2497; -30.5736]
1036; 3; 4;[-0.1765; 68.3741];[0.0000; 0.0000];[1.1553; -30.6779]
1037; 3; 5;[-0.1832; 68.8978];[0.0000; 0.0000];[0.7874; -32.2372]
1038; 3; 6;[-0.2917; 53.9826];[0.0000; 0.0000];[0.7578; -32.4221]
1039; 3; 7;[-1.0815; 98.0679];[1.5827; -33.9926];[0.6490; -32.8291]
1040; 3; 8;[-1.8601; 156.4417];[1.4244; -30.2804];[0.5850; -33.1333]
1041; 3; 9;[-2.0318; 143.0120];[1.5827; -41.6667];[1.8075; -30.7212]
1042; 3; 10;[-2.7012; 172.1753];[2.2574; -41.1298];[1.6254; -31.2338]
1043; 3; 11;[-3.5828; 157.3428];[0.0000; 0.0000];[4.3236; -31.4756]
1044; 3; 12;[-3.4586; 113.2037];[0.0000; 0.0000];[3.8942; -32.0036]
1045; 3; 13;[-2.9320; 157.4349];[0.0000; 0.0000];[3.4935; -32.5195]
1046; 3; 14;[0.9817; -120.3219];[0.0000; 0.0000];[3.3880; -32.9684]
1047; 3; 15;[2.0124; -166.0619];[0.0000; 0.0000];[4.7147; -33.2287]
1048; 3; 16;[2.8520; -154.0551];[0.0000; 0.0000];[5.9107; -33.6156]
1049; 3; 17;[3.4073; -123.6058];[0.0000; 0.0000];[5.9348; -33.9925]
1050; 3; 18;[3.1586; -66.7801];[3.3317; -41.6667];[6.1735; -34.4577]
1051; 3; 19;[3.0361; -42.8629];[6.1087; -39.9796];[6.4024; -34.9105]
1052; 3; 20;[3.0435; -46.6801];[3.3137; -39.0437];[11.7670; -36.1287]
1053; 3; 21;[2.6229; -43.6973];[0.0000; 0.0000];[20.2477; -37.1051]
1054; 3; 22;[2.7012; -37.0298];[0.8330; -41.6667];[20.3632; -37.4541]
1055; 3; 23;[2.7107; -39.5221];[5.6644; -41.6667];[11.1751; -37.3114]
1056; 4; 0;[2.5881; -29.6109];[4.1650; -41.6667];[21.8201; -32.1449]
1057; 4; 1;[2.2591; -33.6096];[6.2475; -36.4606];[19.7278; -32.1425]
1058; 4; 2;[2.3288; -26.3456];[0.0000; 0.0000];[23.0308; -32.8110]
1059; 4; 3;[2.2806; -32.0405];[0.0000; 0.0000];[20.5241; -32.9233]
1060; 4; 4;[2.2691; -29.7458];[0.0000; 0.0000];[18.2122; -33.0614]
1061; 4; 5;[2.6353; -36.3254];[0.0000; 0.0000];[13.9141; -33.9507]
1062; 4; 6;[2.4366; -19.9372];[1.1662; -41.6667];[12.0677; -34.1482]
1063; 4; 7;[1.8644; 71.6631];[4.3816; -35.4586];[10.1112; -34.4420]
1064; 4; 8;[0.7328; 448.7352];[0.0000; 0.0000];[14.2223; -32.5075]
1065; 4; 9;[0.1044; 4682.8425];[0.0000; 0.0000];[13.3044; -32.6475]
1066; 4; 10;[-0.5031; 925.7048];[0.0000; 0.0000];[12.3587; -32.6779]
1067; 4; 11;[-0.8091; 874.7787];[0.4027; -41.6667];[10.6816; -32.9736]
1068; 4; 12;[-0.9119; 728.1316];[0.0000; 0.0000];[9.4275; -34.8943]
1069; 4; 13;[-0.1974; 163.6072];[0.3186; -40.5589];[9.6594; -34.0817]
1070; 4; 14;[0.2306; -36.0917];[0.6577; -39.7189];[9.9988; -34.6770]
1071; 4; 15;[1.3738; -37.8441];[0.3255; -30.9441];[7.7563; -34.7328]
1072; 4; 16;[2.4664; -33.8449];[1.9992; -39.1325];[5.7849; -36.2850]
1073; 4; 17;[3.3335; -51.9494];[2.9988; -41.6667];[5.6442; -36.7092]
1074; 4; 18;[3.0360; -58.9810];[0.6664; -39.3329];[8.0351; -36.0495]
1075; 4; 19;[2.8918; -38.0841];[2.2491; -41.6667];[8.4429; -36.4292]
1076; 4; 20;[4.3004; -42.0014];[0.7496; -41.6667];[10.2611; -36.5835]
1077; 4; 21;[3.9886; -44.2060];[0.0000; 0.0000];[16.8745; -36.9145]
1078; 4; 22;[3.8750; -48.5699];[0.0000; 0.0000];[18.0461; -37.1198]
1079; 4; 23;[3.6025; -51.0341];[0.0000; 0.0000];[18.7225; -37.2561]
1080; 5; 0;[3.8403; -42.4297];[0.0000; 0.0000];[15.1394; -30.4497]
1081; 5; 1;[3.4146; -39.0687];[2.4990; -33.3744];[11.9093; -30.1084]
1082; 5; 2;[3.4421; -48.1416];[0.0000; 0.0000];[10.9945; -29.8461]
1083; 5; 3;[3.4711; -55.6100];[2.0242; -26.9489];[2.0974; -30.5092]
1084; 5; 4;[3.5038; -37.7637];[0.0000; 0.0000];[2.7378; -30.0673]
1085; 5; 5;[3.8738; -45.4145];[1.6660; -41.6667];[3.9203; -31.3535]
1086; 5; 6;[3.9087; -39.0426];[3.0036; -41.1258];[3.9576; -34.0513]
1087; 5; 7;[3.4145; -41.3033];[1.4244; -33.7472];[5.7771; -33.2248]
1088; 5; 8;[0.8818; -36.2241];[3.1614; -41.6667];[7.0105; -32.9260]
1089; 5; 9;[-0.0449; -1680.5450];[2.9855; -0.1050];[6.9744; -33.2265]
1090; 5; 10;[-0.7870; 131.0679];[0.0000; 0.0000];[7.2273; -24.2513]
1091; 5; 11;[-0.7409; 98.5028];[1.4994; -40.6157];[8.9002; -30.0236]
1092; 5; 12;[-0.6668; 78.9458];[0.0833; -41.6667];[10.1636; -31.8951]
1093; 5; 13;[0.2964; -184.1925];[0.0750; -34.8996];[7.5427; -29.8599]
1094; 5; 14;[0.7787; -101.0498];[0.0000; 0.0000];[6.6317; -31.8735]
1095; 5; 15;[1.4210; -52.8546];[0.0000; 0.0000];[4.2345; -33.6992]
1096; 5; 16;[2.4058; -43.5236];[0.0000; 0.0000];[2.4078; -35.6620]
1097; 5; 17;[3.2124; -61.8338];[0.0000; 0.0000];[1.3014; -36.8281]
1098; 5; 18;[2.9172; -51.0671];[0.6994; -41.6667];[2.2592; -35.6425]
1099; 5; 19;[3.0114; -55.2021];[0.0000; 0.0000];[2.0775; -36.6814]
1100; 5; 20;[1.4039; -31.0550];[0.0000; 0.0000];[1.4661; -35.4633]
1101; 5; 21;[1.1156; -34.7028];[0.0000; 0.0000];[3.6640; -36.7858]
1102; 5; 22;[1.2493; -41.5661];[0.0000; 0.0000];[4.0031; -37.1622]
1103; 5; 23;[1.3527; -44.8445];[0.0000; 0.0000];[4.5352; -37.4864]
1104; 6; 0;[1.2772; -29.2694];[16.4931; -49.3724];[4.3339; -31.2357]
1105; 6; 1;[1.0214; -16.6467];[0.0000; 0.0000];[2.9406; -28.6531]
1106; 6; 2;[1.0463; -33.7405];[16.4931; -48.2962];[4.5512; -30.3488]
1107; 6; 3;[0.9852; -77.7052];[0.1662; -26.9481];[2.6539; -32.0793]
1108; 6; 4;[0.9625; -79.2604];[16.4931; -48.5362];[1.2781; -30.3092]
1109; 6; 5;[1.1592; -38.5972];[0.0000; 0.0000];[0.3910; -30.0712]
1110; 6; 6;[1.0536; -90.7319];[0.0000; 0.0000];[0.3502; -30.3600]
1111; 6; 7;[0.1723; 21.2015];[0.0000; 0.0000];[0.2969; -29.7962]
1112; 6; 8;[-0.3494; 17.1577];[0.0000; 0.0000];[0.2863; -28.4683]
1113; 6; 9;[-1.5319; 26.4269];[0.0000; 0.0000];[0.3780; -31.0340]
1114; 6; 10;[-2.0850; 30.2000];[0.7497; -41.6667];[2.9726; -29.7440]
1115; 6; 11;[-2.4865; 59.1268];[0.0000; 0.0000];[5.0867; -33.3501]
1116; 6; 12;[-2.4840; 76.3088];[0.0000; 0.0000];[6.4256; -33.3365]
1117; 6; 13;[-1.8764; 29.3065];[0.0000; 0.0000];[7.0317; -33.6302]
1118; 6; 14;[-1.3654; 26.7736];[0.0000; 0.0000];[6.8598; -34.1400]
1119; 6; 15;[-0.2385; 68.9953];[0.0000; 0.0000];[5.2406; -35.4115]
1120; 6; 16;[0.8406; -67.0807];[0.0000; 0.0000];[0.5842; -34.7472]
1121; 6; 17;[1.6081; -114.8419];[0.0000; 0.0000];[0.0000; 0.0000]
1122; 6; 18;[1.4799; -123.4235];[0.0000; 0.0000];[0.0309; -34.5838]
1123; 6; 19;[1.5059; -136.8763];[0.0000; 0.0000];[0.0278; -35.0360]
1124; 6; 20;[1.4221; -80.3951];[0.0000; 0.0000];[0.0250; -35.4694]
1125; 6; 21;[1.2992; -53.2079];[0.7497; -40.6275];[35.3410; -45.5354]
1126; 6; 22;[1.2054; -52.0693];[0.0000; 0.0000];[25.0086; -45.0357]
1127; 6; 23;[1.2280; -47.2210];[0.0000; 0.0000];[2.2405; -38.2620]
1128; 7; 0;[1.1801; -47.0989];[16.4931; -49.0692];[3.2948; -32.3705]
1129; 7; 1;[1.0149; -46.1053];[1.5827; -36.2688];[3.6253; -32.9344]
1130; 7; 2;[1.0220; -48.4790];[0.8330; -41.6667];[4.6872; -31.5928]
1131; 7; 3;[1.0565; -41.9512];[16.4931; -44.0871];[49.4381; -39.0687]
1132; 7; 4;[1.1265; -44.1709];[16.4931; -45.1396];[4.1580; -31.9133]
1133; 7; 5;[1.2280; -49.9026];[0.0000; 0.0000];[3.9544; -31.4552]
1134; 7; 6;[1.0184; -46.1181];[0.8330; -41.6655];[3.7129; -31.8427]
1135; 7; 7;[0.4433; -54.2847];[1.6660; -39.7792];[2.6482; -32.5355]
1136; 7; 8;[-1.7711; 50.9543];[0.7518; -37.6474];[5.4216; -31.5744]
1137; 7; 9;[-2.2408; 29.5270];[0.9287; -5.9591];[4.8254; -31.9388]
1138; 7; 10;[-2.6620; 37.8529];[0.0000; 0.0000];[5.3520; -27.3127]
1139; 7; 11;[-2.4579; 50.7018];[2.1658; -41.6667];[4.0705; -26.6339]
1140; 7; 12;[-2.3229; 27.4917];[2.8322; -36.4805];[5.3024; -28.5302]
1141; 7; 13;[-2.2208; 45.4201];[6.9639; -39.9110];[5.5779; -27.0156]
1142; 7; 14;[-1.8327; 19.7164];[1.0829; -41.6667];[13.1334; -32.1659]
1143; 7; 15;[-1.7277; 13.0776];[1.9159; -41.6667];[14.6873; -32.6555]
1144; 7; 16;[-0.9748; 7.0929];[3.4986; -41.6667];[7.9736; -33.0919]
1145; 7; 17;[-0.2391; -29.8254];[0.0000; 0.0000];[20.1851; -35.4091]
1146; 7; 18;[-0.1443; -88.6064];[0.0000; 0.0000];[24.3431; -35.8451]
1147; 7; 19;[-0.1726; -25.3119];[3.1654; -41.6667];[23.6175; -36.2411]
1148; 7; 20;[-0.1800; 109.1291];[3.4493; -41.6667];[24.9064; -36.7148]
1149; 7; 21;[-0.2016; 4.7918];[8.1936; -23.7954];[23.1001; -36.8567]
1150; 7; 22;[-0.1320; -6.5518];[0.0000; 0.0000];[29.9491; -34.7132]
1151; 7; 23;[-0.1124; 53.6881];[0.0000; 0.0000];[30.2919; -35.0046]
1152; 1; 0;[-0.2222; 23.3429];[2.7239; -36.3738];[24.7125; -28.7997]
1153; 1; 1;[-0.1901; 27.6037];[16.4931; -49.4737];[24.6091; -30.0750]
1154; 1; 2;[-0.1550; 24.1962];[5.6398; -40.4682];[21.3236; -30.1500]
1155; 1; 3;[-0.1637; 24.6267];[2.6225; -36.2785];[21.5702; -29.1623]
1156; 1; 4;[-0.1812; 25.9498];[4.0204; -37.1660];[19.4529; -29.3649]
1157; 1; 5;[-0.1165; 27.1927];[0.0000; 0.0000];[17.3143; -29.2881]
1158; 1; 6;[-0.3501; 26.5758];[0.9692; -41.6667];[18.4239; -29.4642]
1159; 1; 7;[-1.1919; 111.8439];[2.5656; -35.3539];[16.3183; -30.0326]
1160; 1; 8;[-1.1302; 140.7023];[0.0000; 0.0000];[16.9965; -30.2382]
1161; 1; 9;[-1.2917; 168.9561];[0.0000; 0.0000];[16.1288; -30.7519]
1162; 1; 10;[-1.7703; 111.9403];[0.5831; -39.8488];[14.9672; -31.5044]
1163; 1; 11;[-2.4519; 171.8236];[0.0000; 0.0000];[16.4094; -32.7978]
1164; 1; 12;[-2.6460; 156.9871];[0.0000; 0.0000];[15.1242; -32.7473]
1165; 1; 13;[-2.3140; 126.3217];[2.8322; -40.2576];[15.1763; -33.6518]
1166; 1; 14;[-1.9405; 139.7929];[0.0000; 0.0000];[10.3054; -33.5268]
1167; 1; 15;[-1.3778; 112.0127];[0.0000; 0.0000];[15.7035; -34.5559]
1168; 1; 16;[-0.9908; 112.4876];[6.7473; -41.5965];[6.9088; -34.1221]
1169; 1; 17;[-0.2863; 97.0953];[9.7378; -38.2919];[5.8276; -34.4698]
1170; 1; 18;[-0.1021; 172.7847];[4.7148; -38.2299];[9.9890; -35.5087]
1171; 1; 19;[-0.1840; 196.0235];[1.4994; -41.6667];[14.1179; -36.2645]
1172; 1; 20;[-0.1307; 95.1972];[0.0000; 0.0000];[15.6449; -36.7200]
1173; 1; 21;[-0.2276; 56.7178];[3.0821; -41.6667];[15.7406; -35.6057]
1174; 1; 22;[-0.1023; 109.8747];[3.0821; -41.6667];[18.3687; -37.4585]
1175; 1; 23;[-0.2482; 90.6202];[0.0000; 0.0000];[23.1141; -37.3515]
1176; 2; 0;[-0.1370; 60.1479];[3.5986; -38.4020];[21.0506; -31.3231]
1177; 2; 1;[-0.1129; 55.6827];[3.0821; -28.7154];[23.7933; -31.6791]
1178; 2; 2;[-0.1349; 55.4745];[5.0230; -40.9905];[22.8937; -31.7581]
1179; 2; 3;[-0.1220; 48.4210];[16.4931; -41.6494];[26.8042; -31.0277]
1180; 2; 4;[-0.1260; 54.9245];[7.6861; -26.8090];[26.0489; -31.4153]
1181; 2; 5;[-0.2006; 65.9182];[13.6095; -32.0183];[30.7138; -31.4181]
1182; 2; 6;[-0.3251; 62.8184];[1.4994; -38.4412];[46.5650; -30.1532]
1183; 2; 7;[-1.0882; 107.3829];[2.8489; -32.1878];[44.7479; -30.6862]
1184; 2; 8;[-1.8700; 150.5437];[2.1658; -41.6667];[47.6023; -30.8664]
1185; 2; 9;[-2.4596; 107.1161];[3.3653; -36.3871];[46.6622; -31.3120]
1186; 2; 10;[-2.8973; 122.0954];[3.1487; -39.4212];[45.4162; -31.7405]
1187; 2; 11;[-3.0972; 135.0366];[1.6868; -35.8748];[42.8547; -32.2462]
1188; 2; 12;[-3.0612; 107.3098];[0.0000; 0.0000];[39.8363; -32.7128]
1189; 2; 13;[-2.8363; 91.3997];[1.4161; -41.4711];[35.7739; -33.1975]
1190; 2; 14;[-2.4194; 54.5765];[0.0000; 0.0000];[32.7747; -33.6693]
1191; 2; 15;[-2.2752; 77.4900];[1.4161; -41.2232];[30.6994; -34.0568]
1192; 2; 16;[-1.4072; 77.4877];[1.4994; -41.6667];[17.6945; -33.8745]
1193; 2; 17;[-0.3165; 62.8083];[1.3495; -37.2501];[16.7420; -34.3171]
1194; 2; 18;[-0.1693; 90.8926];[0.0000; 0.0000];[17.7326; -35.0047]
1195; 2; 19;[-0.1625; 128.9979];[3.8401; -41.1749];[15.2512; -35.3990]
1196; 2; 20;[-0.1570; 94.0201];[0.0000; 0.0000];[20.8279; -36.2952]
1197; 2; 21;[-0.1487; 113.2159];[3.2487; -41.6667];[20.4343; -36.6506]
1198; 2; 22;[-0.1982; 64.2176];[0.0000; 0.0000];[25.1941; -37.2456]
1199; 2; 23;[-0.1374; 47.0809];[10.4417; -13.5891];[41.8063; -45.3363]
1200; 3; 0;[-0.1755; 49.1430];[16.4931; -44.3979];[26.2252; -30.6708]
1201; 3; 1;[-0.2241; 54.3724];[0.0000; 0.0000];[19.6062; -30.9589]
1202; 3; 2;[-0.1663; 47.5161];[16.4931; -47.0200];[20.7988; -31.5976]
1203; 3; 3;[-0.1825; 47.8200];[16.4931; -44.5759];[21.2317; -31.8603]
1204; 3; 4;[-0.1771; 54.8032];[3.2487; -39.7545];[19.6684; -32.1337]
1205; 3; 5;[-0.1276; 54.7862];[16.4931; -48.9740];[17.4638; -32.6982]
1206; 3; 6;[-0.3139; 108.3077];[5.6561; -38.7961];[19.1228; -32.1201]
1207; 3; 7;[-1.1729; 80.8054];[0.0000; 0.0000];[22.8985; -31.0657]
1208; 3; 8;[-1.9753; 123.6532];[6.7099; -32.5167];[17.9067; -32.3902]
1209; 3; 9;[-2.4146; 97.0455];[0.0000; 0.0000];[24.4765; -31.5690]
1210; 3; 10;[-3.0771; 108.9416];[0.0000; 0.0000];[23.5449; -31.8885]
1211; 3; 11;[-3.7872; 95.2692];[0.0000; 0.0000];[21.9831; -32.2967]
1212; 3; 12;[-3.6761; 152.8743];[0.0000; 0.0000];[20.4923; -32.7079]
1213; 3; 13;[-3.1809; 124.9379];[0.0000; 0.0000];[19.2761; -33.1214]
1214; 3; 14;[-2.0675; 111.2606];[0.0000; 0.0000];[18.0560; -33.3927]
1215; 3; 15;[-1.5066; 123.8282];[0.0000; 0.0000];[16.9505; -33.6705]
1216; 3; 16;[-0.8962; 80.8066];[5.8175; -41.6667];[15.4001; -33.8985]
1217; 3; 17;[-0.2703; 110.0342];[8.6632; -40.7781];[14.9089; -34.2269]
1218; 3; 18;[-0.1970; 115.4385];[3.4986; -39.9918];[23.0844; -35.1247]
1219; 3; 19;[-0.1736; 61.8111];[5.9809; -41.4801];[21.4053; -35.4229]
1220; 3; 20;[-0.1324; 63.6101];[0.0000; 0.0000];[30.1968; -36.2585]
1221; 3; 21;[-0.2069; 62.8294];[9.2938; -41.5183];[23.9022; -36.3053]
1222; 3; 22;[-0.1654; 63.7171];[8.1218; -39.8374];[27.8088; -36.8337]
1223; 3; 23;[-0.2058; 44.8769];[16.4931; -31.1602];[37.9824; -40.3939]
1224; 4; 0;[-0.1279; 48.6165];[16.4931; -48.0099];[35.6379; -30.4003]
1225; 4; 1;[-0.1041; 42.7986];[16.4931; -8.6049];[63.3209; -33.2935]
1226; 4; 2;[-0.2168; 54.1639];[8.4459; -33.3938];[34.6390; -30.8692]
1227; 4; 3;[-0.2556; 35.2455];[16.4931; -35.0279];[64.8979; -35.5300]
1228; 4; 4;[-0.1500; 53.1868];[16.4931; -36.8294];[31.7810; -30.6752]
1229; 4; 5;[-0.2036; 50.4968];[3.7485; -33.4281];[27.2691; -28.7970]
1230; 4; 6;[-0.3782; 59.5668];[6.4557; -38.5088];[21.5819; -29.3040]
1231; 4; 7;[-1.1488; 61.3754];[3.9151; -40.8695];[23.5108; -31.1280]
1232; 4; 8;[-1.8445; 78.8641];[5.1754; -39.5355];[25.1018; -30.6438]
1233; 4; 9;[-2.3445; 61.3587];[3.8318; -36.4329];[25.8796; -30.8693]
1234; 4; 10;[-2.8979; 79.9974];[2.0992; -31.3047];[23.2683; -31.8508]
1235; 4; 11;[-3.2065; 61.4302];[0.0000; 0.0000];[25.2375; -31.7575]
1236; 4; 12;[-3.2743; 61.7744];[0.0000; 0.0000];[24.4314; -32.6490]
1237; 4; 13;[-3.7758; 61.2612];[0.5831; -41.6667];[21.3715; -33.0481]
1238; 4; 14;[-3.1352; 61.3713];[0.0000; 0.0000];[20.6389; -33.5864]
1239; 4; 15;[-1.8885; 61.1323];[1.9159; -41.6667];[20.7798; -33.5518]
1240; 4; 16;[-1.1390; 60.7418];[6.8889; -39.6166];[20.3835; -33.9986]
1241; 4; 17;[-0.3300; 42.6764];[16.4931; -41.5358];[52.6656; -40.5395]
1242; 4; 18;[-0.1962; 61.5343];[0.0000; 0.0000];[26.8473; -34.9974]
1243; 4; 19;[-0.1541; 60.3285];[0.1666; -41.6667];[26.9563; -35.4156]
1244; 4; 20;[-0.2335; 43.5512];[0.0000; 0.0000];[38.6470; -40.8165]
1245; 4; 21;[-0.2091; 44.5804];[16.4931; -47.6807];[51.8415; -33.5075]
1246; 4; 22;[-0.2506; 46.2158];[1.8897; -37.3355];[49.2363; -40.8642]
1247; 4; 23;[-0.2457; 36.8797];[16.4931; -31.6100];[50.1248; -36.7624]
1248; 5; 0;[-0.2448; 45.7809];[16.4931; -45.3735];[35.1939; -29.6003]
1249; 5; 1;[-0.2028; 48.4290];[4.7481; -29.4859];[54.6871; -34.3073]
1250; 5; 2;[-0.2034; 37.5519];[16.4931; -31.4599];[64.6178; -34.9385]
1251; 5; 3;[-0.1725; 46.8916];[16.4931; -39.8831];[66.5405; -36.4720]
1252; 5; 4;[-0.1724; 43.3729];[16.4931; -42.9045];[34.9057; -25.9144]
1253; 5; 5;[-0.2095; 43.8221];[16.4931; -41.6384];[20.5958; -24.9930]
1254; 5; 6;[-0.4098; 52.3360];[16.4931; -48.2977];[28.5032; -26.4369]
1255; 5; 7;[-1.3071; 102.9950];[10.2126; -41.0797];[26.3431; -29.3344]
1256; 5; 8;[-1.8353; 61.2351];[0.0000; 0.0000];[38.3379; -28.5128]
1257; 5; 9;[-2.4850; 61.6823];[2.5823; -41.6667];[35.3340; -29.8784]
1258; 5; 10;[-3.0380; 61.5567];[0.0000; 0.0000];[35.7861; -30.3247]
1259; 5; 11;[-2.9708; 61.3639];[0.0000; 0.0000];[32.2421; -30.9757]
1260; 5; 12;[-3.0750; 54.3963];[16.4931; -48.1849];[28.9370; -31.0574]
1261; 5; 13;[-2.6139; 61.5353];[0.0000; 0.0000];[21.8448; -31.3992]
1262; 5; 14;[-2.2890; 61.5923];[0.0000; 0.0000];[21.2313; -31.7890]
1263; 5; 15;[-1.8506; 54.1330];[16.4931; -49.4029];[18.6850; -32.7012]
1264; 5; 16;[-1.1928; 61.4351];[0.0000; 0.0000];[16.8098; -33.7624]
1265; 5; 17;[-0.3873; 59.7661];[3.9984; -37.7478];[15.1366; -33.4206]
1266; 5; 18;[-0.2926; 60.6512];[0.0833; -41.6667];[18.8706; -34.9005]
1267; 5; 19;[-0.2742; 54.0781];[0.0833; -40.1860];[19.5575; -35.5925]
1268; 5; 20;[-0.2656; 60.4299];[1.8139; -39.8329];[19.7306; -35.9600]
1269; 5; 21;[-0.3113; 42.3103];[16.4931; -47.6732];[48.8952; -44.1298]
1270; 5; 22;[-0.2595; 45.0167];[16.4931; -41.3276];[41.2055; -39.6560]
1271; 5; 23;[-0.2226; 40.8676];[16.4931; -26.7106];[40.3007; -41.5617]
1272; 6; 0;[-0.2325; 46.0046];[16.4931; -45.4648];[20.9794; -31.4924]
1273; 6; 1;[-0.2862; 39.7592];[6.5804; -10.6725];[57.6251; -37.4579]
1274; 6; 2;[-0.2106; 39.9258];[16.4931; -43.2549];[56.2243; -38.1614]
1275; 6; 3;[-0.2241; 41.3423];[16.4931; -26.5919];[54.3583; -37.1393]
1276; 6; 4;[-0.2250; 57.8860];[16.4931; -45.6422];[14.4893; -33.2526]
1277; 6; 5;[-0.2058; 34.7807];[16.4931; -40.7279];[67.9576; -36.1678]
1278; 6; 6;[-0.3761; 56.8302];[16.4931; -47.0448];[17.7793; -32.1729]
1279; 6; 7;[-1.3457; 54.8912];[7.8285; -37.2865];[17.6780; -32.5460]
1280; 6; 8;[-1.4880; 54.9756];[1.4994; -41.6667];[24.2334; -32.1074]
1281; 6; 9;[-2.4765; 62.1292];[0.7497; -36.5238];[23.9910; -32.5436]
1282; 6; 10;[-2.9168; 54.3653];[1.4244; -41.6164];[21.6600; -33.1371]
1283; 6; 11;[-4.0535; 47.4202];[16.4931; -46.4315];[19.2339; -33.6085]
1284; 6; 12;[-4.0969; 61.6125];[4.1308; -38.0418];[19.2274; -33.6982]
1285; 6; 13;[-3.8135; 54.5940];[0.0000; 0.0000];[22.9790; -34.1347]
1286; 6; 14;[-3.1973; 54.4776];[0.0000; 0.0000];[19.9925; -34.4071]
1287; 6; 15;[-2.3571; 41.0019];[16.4931; -40.3873];[54.8707; -39.7299]
1288; 6; 16;[-1.2386; 77.4748];[2.1658; -41.6667];[9.9989; -34.7455]
1289; 6; 17;[-0.3471; 110.4510];[1.3328; -38.0202];[10.3323; -35.0135]
1290; 6; 18;[-0.2079; 43.2792];[0.0000; 0.0000];[65.8990; -41.8829]
1291; 6; 19;[-0.1146; 58.2536];[16.4931; -48.2239];[11.8167; -35.8822]
1292; 6; 20;[-0.2090; 47.9087];[16.4931; -48.6747];[49.8846; -42.4497]
1293; 6; 21;[-0.1496; 37.8520];[7.3407; -14.6069];[42.9699; -46.6119]
1294; 6; 22;[-0.1637; 43.5376];[16.4931; -37.9391];[41.6865; -35.6021]
1295; 6; 23;[-0.1881; 31.9843];[16.4931; -24.5087];[43.0026; -39.3834]
1296; 7; 0;[-0.1724; 29.0366];[16.4931; -37.3788];[52.6237; -34.1901]
1297; 7; 1;[-0.0926; 29.2212];[16.4931; -21.4874];[67.5760; -33.1356]
1298; 7; 2;[-0.1576; 49.9066];[16.4931; -46.3329];[29.9549; -30.0240]
1299; 7; 3;[-0.0714; 36.6257];[5.5877; -19.7827];[61.6865; -35.3054]
1300; 7; 4;[-0.1264; 37.7757];[16.4931; -40.8544];[68.7419; -36.1699]
1301; 7; 5;[-0.2598; 51.5470];[16.4931; -43.8371];[10.0513; -32.9685]
1302; 7; 6;[-0.3449; 38.0383];[16.4931; -35.6508];[70.0393; -35.9497]
1303; 7; 7;[-1.2169; 36.1827];[16.4931; -37.2671];[61.2931; -36.5671]
1304; 7; 8;[-2.0760; 61.9929];[0.0833; -41.6667];[12.6037; -32.3377]
1305; 7; 9;[-2.5884; 54.4502];[0.9080; -40.5028];[9.1691; -32.3165]
1306; 7; 10;[-3.0635; 47.3155];[0.0000; 0.0000];[9.4940; -33.1884]
1307; 7; 11;[-2.9295; 61.4849];[1.4161; -41.6667];[8.3613; -33.5168]
1308; 7; 12;[-2.8780; 39.9075];[16.4931; -47.1232];[15.6719; -37.6047]
1309; 7; 13;[-2.7620; 54.1374];[16.4931; -47.5530];[7.8993; -34.1156]
1310; 7; 14;[-2.2390; 40.7180];[16.4931; -47.9432];[11.6634; -36.5823]
1311; 7; 15;[-2.0282; 54.1505];[0.0000; 0.0000];[7.0988; -34.1599]
1312; 7; 16;[-1.0869; 54.5545];[5.2479; -41.6667];[6.2700; -35.1229]
1313; 7; 17;[-0.2596; 54.6538];[16.4931; -46.8093];[6.2701; -35.6346]
1314; 7; 18;[-0.1478; 54.5222];[16.4931; -47.0300];[7.9375; -35.8409]
1315; 7; 19;[-0.1724; 53.6656];[2.4157; -41.6667];[14.4692; -36.3175]
1316; 7; 20;[-0.1350; 54.7183];[16.4931; -48.6126];[16.5375; -36.8394]
1317; 7; 21;[-0.1450; 50.5486];[16.4931; -8.7508];[40.2953; -47.1637]
1318; 7; 22;[-0.0940; 48.2108];[16.4931; -28.3118];[38.1573; -43.9545]
1319; 7; 23;[-0.0789; 38.5035];[16.4931; -11.4013];[42.6427; -44.0579]
1320; 1; 0;[-0.1603; 42.5570];[16.4931; -22.0400];[48.2770; -36.3955]
1321; 1; 1;[-0.1393; 40.2997];[16.4931; -14.8711];[41.8629; -38.9669]
1322; 1; 2;[-0.1297; 34.1089];[16.4931; -28.7927];[63.5846; -35.6559]
1323; 1; 3;[-0.1396; 40.5159];[16.4931; -30.3810];[55.2725; -38.8181]
1324; 1; 4;[-0.1570; 40.7181];[9.0216; -16.0031];[51.6837; -37.7826]
1325; 1; 5;[-0.1071; 44.1221];[16.4931; -42.2550];[26.6380; -31.2327]
1326; 1; 6;[-0.3327; 46.1457];[16.4931; -47.6010];[24.1583; -31.5489]
1327; 1; 7;[-1.3393; 54.5785];[16.4931; -49.6171];[29.3116; -30.6898]
1328; 1; 8;[-1.6344; 79.3072];[3.9984; -41.4774];[24.0683; -30.9417]
